id	title	description	coding
business-insider	Meet the ex-McKinsey exec helping NYC's CEOs get comfortable with Zohran Mamdani	Zohran Mamdani may not have many fans in the C-Suite, but ex-McKinsey exec Yasser Salem is introducing the upstart socialist to NYC's skeptical CEOs.	
the-seattle-times	Mamdani tells Trump that New York is ready to fight after president's threats fail to thwart voters	Zohran Mamdani has just been elected mayor of New York City and is already challenging President Donald Trump.	
the-wall-street-journal	When Will AI Elect a President?	No summary available in snippet. (Could be video or online-only content)	
nypost	NYC Mayor-elect Zohran Mamdani holds secretive Elizabeth Warren meeting as she touts his ‘tax the rich’ agenda: ‘Billionaire tears not pictured	“She is a MA senator…why is she even there?” one user wondered.	
the-wall-street-journal	Grade Inflation Produced Mamdani’s Proletariat	Appeared in the Nov 10, 2025, print edition as 'Grade Inflation Produced Mamdani’s Proletariat'	
the-wall-street-journal	Don’t Forget David Dinkins	No summary available in snippet. (Could be video or online-only content)	
the-seattle-times	Divided Jewish leaders react with warnings and hope as New York elects Zohran Mamdani as mayor	Within hours of Zohran Mamdani’s election as New York’s first Muslim mayor, there were swift and harsh reactions from his Jewish critics.	
the-wall-street-journal	Mamdani Taps Antitrust Crusader Lina Khan to Help Lead Transition	Appeared in the Nov 6, 2025, print edition as 'Antitrust Crusader Khan Will Help Lead Transition'	
abc-news	Zohran Mamdani makes history -- and strikes a chord among Muslims, South Asians	Democrat Zohran Mamdani's projected victory as New York City’s first Muslim and South Asian mayor marks a historic moment.	
abc-news	WATCH: The 2025 NYC Marathon’s last finisher might be its most inspiring	Juan Pablo Dos Santos was told he’d never walk again. This weekend, he finished the 2025 NYC Marathon in last place, in 15:21, to cheers as loud as the first-place winner’s.	
the-wall-street-journal	Ex-Cop Votes Cuomo to Keep Mamdani Out	No summary available in snippet. (Could be video or online-only content)	
the-wall-street-journal	In Sunset Park, Brooklyn, Strong Support for Mamdani	No summary available in snippet. (Could be video or online-only content)	
ca-national-news	Can Zohran Mamdani save the Democrats?	Content Type: Opinion	
abc-news	Will the rich leave New York City after Mamdani takes office? Probably not, experts say	Will the rich leave New York City after Mamdani takes office? Probably not, experts saygo.com	
gothamist	Mayor Adams aims to save Elizabeth Street Garden by making it official NYC park	The Elizabeth Street Garden is currently managed by the Department of Citywide Administrative Services. By transferring it to the parks department, incoming Mayor Zohran Mamdani would need approval from the state legislature to make good on a long-planned hou…	
new-york-magazine	The 25 Young(ish) New Democrats to Watch	Who, beyond Alexandria Ocasio-Cortez, Zohran Mamdani, and Jon Ossoff, are most likely to rebuild the Democratic Party?	
new-york-magazine	The End of the Bully	Ross Barkan writes that Zohran Mamdani defeated Andrew Cuomo and his cutthroat style of politics he tried and failed to bring from Albany to New York City.	
new-york-magazine	What Curtis Sliwa Told Zohran Mamdani on Election Night	Curtis Sliwa, the boisterous Republican who frustrated Andrew Cuomo, says he plans to do the same to Zohran Mamdani after a conciliatory phone call last night.	
ca-national-news	Democratic successes in local U.S. elections won’t soothe party’s anxieties about its future	Content Type: Analysis	
the-wall-street-journal	Mamdani Delivers Upset in New York Mayoral Primary	No summary available in snippet. (Could be video or online-only content)	
the-new-york-times	Where Mamdani Found the Blueprints to Run for Mayor	Before Zohran Mamdani became a state legislator, he helped South Asian New Yorkers who were in danger of losing their homes because of tax liens and job losses.	
the-seattle-times	For conservative media, New York City Mayor-elect Zohran Mamdani quickly becomes attack target	New York City's mayor-elect, Zohran Mamdani, has quickly become a target of conservative media figures.	
new-york-magazine	Eric Adams Is Endorsing ‘Snake and Liar’ Cuomo for Mayor	Soon-to-be former mayor Eric Adams and former governor who wants to be mayor Andrew Cuomo are making nice in the hopes of stopping Zohran Mamdani. It’s not clear if Adams will also say Cuomo is no longer ‘a snake and a liar.’	
the-seattle-times	Anti-Defamation League creates antisemitism tip line focused on Mamdani	The announcement came after a closing stretch of the mayoral campaign during which Mamdani’s detractors accused him of antisemitism, a charge he has rejected.	
fox-news	Zohran Mamdani tells 1M social media followers to boycott Starbucks amid ongoing worker strike	A major Starbucks union strike on Thursday coincided with the chain's popular Red Cup Day as NYC's incoming mayor Zohran Mamdani backs a worker boycott.	
new-york-magazine	The Heiress Who Could Make or Break the Socialist Mayor	Police commissioner Jessica Tisch and Zohran Mamdani don’t seem to have much in common, but they could be a powerful duo, Ross Barkan writes.	
the-wall-street-journal	Zohran Mamdani Wins NYC Mayor’s Race	No summary available in snippet. (Could be video or online-only content)	
business-insider	Zohran Mamdani calls for boycott of Starbucks amid strike	Mamdani's call to boycott Starbucks amid the strike represents an early indication of how he may use the bully pulpit as NYC mayor.	
the-wall-street-journal	Trump Calls Jewish Voters Who Support Mamdani ‘Stupid’ in Truth Social Post	No summary available in snippet. (Could be video or online-only content)	
the-atlantic	The Mafia Style in American Politics	Trump is saying, essentially, If you don’t want to get hurt, you’ll do what I say.	
the-wall-street-journal	Prediction-Market Bettors on Polymarket, Kalshi Back Mamdani in Mayoral Election	No summary available in snippet. (Could be video or online-only content)	
los-angeles-times	She’s challenging Bass from the left. Could she become L.A.’s Mamdani?	Rae Huang, a 43-year-old community organizer and democratic socialist, is waging a long-shot campaign for L.A. mayor, focusing on free buses, public housing and police abuse.	
the-wall-street-journal	What Mamdani Has Said About Israel and Gaza	No summary available in snippet. (Could be video or online-only content)	
ca-national-news	In Zohran Mamdani, Democrats may have found their Trump-slayer	Content Type: Opinion	
the-wall-street-journal	Mamdani’s Campaign Platform	No summary available in snippet. (Could be video or online-only content)	
business-insider	Trump responds to Mamdani: 'He's off to a bad start'	"Trump told Fox News that Mamdani gave ""a very angry speech"" on Tuesday night. The mayor-elect directly addressed Trump."	
new-york-magazine	Cuomo Laughed When He Was Told Mamdani Would Cheer Another 9/11	During an AM radio interview, Andrew Cuomo seemed to laugh at host Sid Rosenberg’s claim that Zohran Mamdani would cheer another 9/11. Mamdani called the moment ‘disgusting,’ while the Cuomo campaign swears it’s not what it sounds like.	
los-angeles-times	Mamdani’s Kampala roots resonate with Ugandans watching his mayoral bid	Zohran Mamdani is leading the New York City mayor’s race, and people in his native Uganda say they are watching with pride	
nypost	Nassau County Executive Bruce Blakeman challenges Hochul to draw line as DSA pressures her to back Zohran Mamdani tax hike	Nassau County Executive Bruce Blakeman challenged Gov. Kathy Hochul to draw a line in the sand Monday as she faces pressure from DSA to back Mayor-elect Zohran Mamdani's proposed tax hikes.	
new-york-magazine	ICE Wants NYPD Cops Who Are Mad About Mamdani	The agency put out a new recruitment ad that tries to promote and capitalize on postelection angst within the NYPD.	
new-york-magazine	Will It Be Mamdani or Cuomo? Election Night Live Updates.	Tonight’s the night. We’ll soon know whether the next mayor of New York will be Zohran Mamdani or Andrew Cuomo. Here are the latest results and updates, along with analysis and commentary, as Election Night plays out.	
the-wall-street-journal	Take Mamdani Seriously and Literally	Appeared in the Nov 8, 2025, print edition as 'Take Mamdani Seriously and Literally'	
the-wall-street-journal	NYC Developers Gripped by Hysteria After Mamdani’s Sudden Rise	No summary available in snippet. (Could be video or online-only content)	
ca-national-news	Zohran Mamdani elected mayor of New York City	No detailed summary available in snippet.	
the-wall-street-journal	Elise Stefanik Aims for the New York Governor’s Office	No summary available in snippet. (Could be video or online-only content)	
nypost	Kathy Hochul’s endorsement of Zohran Mamdani is backfiring spectacularly	Jumping on the Zohran bandwagon has clearly backfired, gov.	
the-wall-street-journal	Escape From Zohran Mamdani’s New York	Appeared in the Nov 13, 2025, print edition as 'Escape From Zohran Mamdani’s New York'	
new-york-magazine	Cuomo Is Racking Up Weird Last-Minute Endorsements	In the final days of the mayoral race, former governor Andrew Cuomo has been racking up quasi-endorsements from Donald Trump, Elon Musk, and some self-professed foes.	
business-insider	Zohran Mamdani wins NYC mayors' race in blow to billionaires who bet against him	Democratic socialist candidate Zohran Mamdani, 34, is projected to defeat Andrew Cuomo in the race for New York City mayor.	
the-wall-street-journal	Mamdani Makes Final Election Push	No summary available in snippet. (Could be video or online-only content)	
the-wall-street-journal	I Want Your Vote, You Bigot	No summary available in snippet. (Could be video or online-only content)	
